source,source_id,name,food_group,kcal,protein_g,carbs_g,fat_g,fiber_g,fiber_insoluble_g,fiber_soluble_g,water_g,ash_g,energy_kj,n_regions
IFCT,A001,"Amaranth seed, black (Amaranthus cruentus)",CEREALS AND MILLETS,356.1,14.59,59.98,5.74,7.02,5.76,1.26,9.89,2.78,1490,1
IFCT,A002,"Amaranth seed, pale brown (Amaranthus cruentus)",CEREALS AND MILLETS,355.9,13.27,61.46,5.56,7.47,5.80,1.67,9.20,3.05,1489,6
IFCT,A003,Bajra (Pennisetum typhoideum),CEREALS AND MILLETS,348.0,10.96,61.78,5.43,11.49,9.14,2.34,8.97,1.37,1456,6
IFCT,A004,Barley (Hordeum vulgare),CEREALS AND MILLETS,315.7,10.94,61.29,1.30,15.64,9.98,5.66,9.77,1.06,1321,6
IFCT,A005,Jowar (Sorghum vulgare),CEREALS AND MILLETS,334.1,9.97,67.68,1.73,10.22,8.49,1.73,9.01,1.39,1398,6
IFCT,A006,"Maize, dry (Zea mays)",CEREALS AND MILLETS,334.1,8.80,64.77,3.77,12.24,11.29,0.94,9.26,1.17,1398,6
IFCT,A007,"Maize, tender, local (Zea mays)",CEREALS AND MILLETS,120.0,3.57,22.69,1.40,3.67,3.23,0.43,68.29,0.38,502,6
IFCT,A008,"Maize, tender, sweet (Zea mays)",CEREALS AND MILLETS,96.8,4.16,16.42,1.35,3.30,2.71,0.59,74.40,0.36,405,4
IFCT,A009,Quinoa (Chenopodium quinoa),CEREALS AND MILLETS,328.4,13.11,53.65,5.50,14.66,10.21,4.46,10.43,2.65,1374,1
IFCT,A010,Ragi (Eleusine coracana),CEREALS AND MILLETS,320.7,7.16,66.82,1.92,11.18,9.51,1.67,10.89,2.04,1342,5
IFCT,A011,Rice flakes (Oryza sativa ),CEREALS AND MILLETS,353.7,7.44,76.75,1.14,3.46,2.65,0.81,10.36,0.85,1480,6
IFCT,A012,Rice puffed (Oryza sativa ),CEREALS AND MILLETS,361.9,7.47,77.68,1.62,2.56,1.76,0.80,9.40,1.28,1514,6
IFCT,A013,"Rice, raw, brown (Oryza sativa )",CEREALS AND MILLETS,353.7,9.16,74.80,1.24,4.43,3.60,0.82,9.33,1.04,1480,6
IFCT,A014,"Rice, parboiled, milled (Oryza sativa )",CEREALS AND MILLETS,351.6,7.81,77.16,0.55,3.74,2.98,0.76,10.09,0.65,1471,6
IFCT,A015,"Rice, raw, milled (Oryza sativa )",CEREALS AND MILLETS,356.4,7.94,78.24,0.52,2.81,1.99,0.82,9.93,0.56,1491,6
IFCT,A016,Samai (Panicum miliare),CEREALS AND MILLETS,346.3,10.13,65.55,3.89,7.72,5.45,2.27,11.36,1.34,1449,6
IFCT,A017,Varagu (Paspalum scrobiculatum),CEREALS AND MILLETS,331.7,8.92,66.19,2.55,6.39,4.29,2.11,14.23,1.72,1388,5
IFCT,A018,"Wheat flour, refined (Triticum aestivum)",CEREALS AND MILLETS,351.8,10.36,74.27,0.76,2.76,2.14,0.62,11.34,0.51,1472,6
IFCT,A019,"Wheat flour, atta (Triticum aestivum)",CEREALS AND MILLETS,320.3,10.57,64.17,1.53,11.36,9.73,1.63,11.10,1.28,1340,6
IFCT,A020,"Wheat, whole (Triticum aestivum)",CEREALS AND MILLETS,321.9,10.59,64.72,1.47,11.23,9.63,1.60,10.58,1.42,1347,6
IFCT,A021,"Wheat, bulgur (Triticum aestivum)",CEREALS AND MILLETS,341.8,10.84,69.06,1.45,8.81,6.56,2.25,8.61,1.23,1430,6
IFCT,A022,"Wheat, semolina (Triticum aestivum)",CEREALS AND MILLETS,333.7,11.38,68.43,0.74,9.72,8.16,1.55,8.94,0.80,1396,6
IFCT,A023,"Wheat, vermicelli (Triticum aestivum)",CEREALS AND MILLETS,332.7,9.70,70.39,0.45,9.28,7.53,1.75,9.59,0.60,1392,6
IFCT,A024,"Wheat, vermicelli, roasted (Triticum aestivum)",CEREALS AND MILLETS,340.1,10.37,71.42,0.49,9.55,7.79,1.76,7.61,0.56,1423,6
IFCT,B001,"Bengal gram, dal (Cicer arietinum)",GRAIN LEGUMES,329.1,21.55,46.72,5.31,15.15,12.67,2.48,9.18,2.10,1377,6
IFCT,B002,"Bengal gram, whole (Cicer arietinum)",GRAIN LEGUMES,287.0,18.77,39.56,5.11,25.22,22.70,2.52,8.56,2.78,1201,6
IFCT,B003,"Black gram, dal (Phaseolus mungo)",GRAIN LEGUMES,324.1,23.06,51.00,1.69,11.93,7.58,4.35,9.16,3.17,1356,6
IFCT,B004,"Black gram, whole (Phaseolus mungo)",GRAIN LEGUMES,291.3,21.97,43.99,1.58,20.41,15.47,4.94,8.70,3.35,1219,6
IFCT,B005,"Cowpea, brown (Vigna catjang)",GRAIN LEGUMES,320.3,20.36,54.62,1.15,11.54,8.75,2.80,9.42,2.90,1340,6
IFCT,B006,"Cowpea, white (Vigna catjang)",GRAIN LEGUMES,320.3,21.25,53.77,1.14,11.70,8.91,2.79,9.32,2.83,1340,1
IFCT,B007,"Field bean, black (Phaseolus vulgaris)",GRAIN LEGUMES,276.1,19.93,43.46,0.92,23.40,17.99,5.41,9.57,2.73,1155,1
IFCT,B008,"Field bean, brown (Phaseolus vulgaris)",GRAIN LEGUMES,283.0,19.90,45.24,0.98,22.40,17.32,5.08,8.74,2.74,1184,1
IFCT,B009,"Field bean, white (Phaseolus vulgaris)",GRAIN LEGUMES,280.4,19.84,44.53,0.94,22.99,17.45,5.54,8.61,3.09,1173,5
IFCT,B010,"Green gram, dal ( Vigna radiat a)",GRAIN LEGUMES,325.8,23.88,52.59,1.35,9.37,7.75,1.62,9.77,3.04,1363,6
IFCT,B011,"Green gram, whole (Vigna radiata)",GRAIN LEGUMES,293.7,22.53,46.13,1.14,17.04,14.59,2.44,9.95,3.22,1229,6
IFCT,B012,"Horse gram, whole (Dolichos biflorus)",GRAIN LEGUMES,329.6,21.73,57.24,0.62,7.88,6.22,1.66,9.28,3.24,1379,6
IFCT,B013,Lentil dal (Lens culinaris),GRAIN LEGUMES,322.4,24.35,52.53,0.75,10.43,8.60,1.83,9.71,2.23,1349,6
IFCT,B014,"Lentil whole, brown (Lens culinaris)",GRAIN LEGUMES,299.0,22.49,48.47,0.64,16.82,14.16,2.66,9.20,2.39,1251,6
IFCT,B015,"Lentil whole, yellowish (Lens culinaris)",GRAIN LEGUMES,297.8,22.87,47.91,0.61,16.66,14.15,2.51,9.75,2.20,1246,2
IFCT,B016,Moth bean (Vigna aconitifolia),GRAIN LEGUMES,308.6,19.75,52.09,1.76,15.12,14.50,0.62,8.14,3.14,1291,6
IFCT,B017,"Peas, dry (Pisum sativum)",GRAIN LEGUMES,303.3,20.43,48.93,1.89,17.01,14.55,2.47,9.33,2.41,1269,6
IFCT,B018,"Rajmah, black (Phaseolus vulgaris)",GRAIN LEGUMES,298.0,19.01,49.59,1.62,17.74,15.16,2.58,8.69,3.35,1247,2
IFCT,B019,"Rajmah, brown (Phaseolus vulgaris)",GRAIN LEGUMES,297.6,19.50,48.83,1.68,16.95,14.33,2.62,9.68,3.36,1245,6
IFCT,B020,"Rajmah, red (Phaseolus vulgaris)",GRAIN LEGUMES,299.2,19.91,48.61,1.77,16.57,13.86,2.70,9.87,3.28,1252,3
IFCT,B021,"Red gram, dal (Cajanus cajan)",GRAIN LEGUMES,330.8,21.70,55.23,1.56,9.06,6.67,2.39,9.20,3.26,1384,6
IFCT,B022,"Red gram, whole (Cajanus cajan)",GRAIN LEGUMES,273.9,20.47,42.48,1.38,22.84,19.69,3.15,9.30,3.53,1146,6
IFCT,B023,Ricebean (Vigna umbellata ),GRAIN LEGUMES,302.3,19.97,51.26,0.74,13.37,10.04,3.33,11.12,3.54,1265,1
IFCT,B024,"Soybean, brown (Glycine max)",GRAIN LEGUMES,381.5,35.58,12.79,19.82,21.55,16.56,5.00,5.51,4.74,1596,6
IFCT,B025,"Soybean, white (Glycine max)",GRAIN LEGUMES,377.4,37.80,10.16,19.42,22.63,17.04,5.59,5.47,4.52,1579,1
IFCT,C001,Agathi leaves (Sesbania grandiflora),GREEN LEAFY VEGETABLES,70.5,8.01,5.21,1.35,8.60,6.00,2.60,74.43,2.42,295,1
IFCT,C002,"Amaranth leaves, green (Amaranthus gangeticus)",GREEN LEAFY VEGETABLES,30.6,3.29,2.28,0.65,4.41,3.21,1.20,86.85,2.52,128,6
IFCT,C003,"Amaranth leaves, red (Amaranthus gangeticus)",GREEN LEAFY VEGETABLES,33.5,3.93,2.37,0.63,4.91,3.72,1.19,85.56,2.61,140,1
IFCT,C004,"Amaranth leaves, red and green mix (Amaranthus gangeticus)",GREEN LEAFY VEGETABLES,31.5,3.09,2.87,0.53,4.60,3.23,1.37,86.37,2.55,132,4
IFCT,C005,"Amaranth spined, leaves, green (Amaranthus spinosus)",GREEN LEAFY VEGETABLES,26.3,3.54,1.61,0.36,5.10,3.89,1.20,86.46,2.94,110,4
IFCT,C006,"Amaranth spined, leaves, red and green mix (Amaranthus spinosus)",GREEN LEAFY VEGETABLES,23.7,2.80,1.45,0.34,5.57,3.82,1.75,86.64,3.20,99,2
IFCT,C007,Basella leaves (Basella alba),GREEN LEAFY VEGETABLES,19.6,1.57,2.01,0.45,2.21,1.64,0.57,92.68,1.09,82,2
IFCT,C008,Bathua leaves (Chenopodium album),GREEN LEAFY VEGETABLES,27.7,2.50,2.56,0.44,4.01,2.34,1.68,88.77,1.71,116,2
IFCT,C009,Beet greens (Beta vulgaris),GREEN LEAFY VEGETABLES,34.7,2.38,3.86,0.75,3.64,2.20,1.43,86.68,2.69,145,6
IFCT,C010,"Betel leaves, big (Kolkata) (Piper betle)",GREEN LEAFY VEGETABLES,48.3,2.51,7.37,0.75,2.12,1.32,0.80,84.93,2.33,202,6
IFCT,C011,"Betel leaves, small (Piper betle)",GREEN LEAFY VEGETABLES,43.7,2.62,6.16,0.75,1.97,1.17,0.80,85.92,2.59,183,4
IFCT,C012,Brussels sprouts (Brassica oleracea var. gemmifera),GREEN LEAFY VEGETABLES,44.2,4.26,5.09,0.50,4.29,3.35,0.94,84.39,1.47,185,1
IFCT,C013,"Cabbage, Chinese (Brassica rupa)",GREEN LEAFY VEGETABLES,17.9,1.58,2.36,0.13,2.01,1.55,0.45,93.19,0.73,75,1
IFCT,C014,"Cabbage, collard greens (Brassica oleracea var. viridis)",GREEN LEAFY VEGETABLES,30.1,3.63,2.79,0.27,2.98,2.04,0.94,89.53,0.81,126,1
IFCT,C015,"Cabbage, green (Brassica oleracea var. capitata f. alba)",GREEN LEAFY VEGETABLES,21.5,1.36,3.25,0.12,2.76,1.91,0.85,91.85,0.67,90,6
IFCT,C016,"Cabbage, violet (Brassica oleracea var. capitata f. rubra)",GREEN LEAFY VEGETABLES,23.2,1.39,3.54,0.21,2.21,1.58,0.62,91.94,0.71,97,2
IFCT,C017,Cauliflower leaves (Brassica oleracea var. botrytis),GREEN LEAFY VEGETABLES,35.4,3.90,3.39,0.42,3.43,2.37,1.06,87.64,1.22,148,6
IFCT,C018,"Colocasia leaves, green (Colocasia esculenta)",GREEN LEAFY VEGETABLES,43.5,3.42,3.69,1.38,5.60,4.32,1.29,83.61,2.30,182,6
IFCT,C019,Drumstick leaves (Moringa oleifera),GREEN LEAFY VEGETABLES,67.4,6.41,5.62,1.64,8.21,6.12,2.10,75.65,2.46,282,3
IFCT,C020,Fenugreek leaves (Trigonella foenum graecum),GREEN LEAFY VEGETABLES,34.4,3.68,2.17,0.83,4.90,3.20,1.70,86.73,1.69,144,5
IFCT,C021,Garden cress (Lepidium sativum),GREEN LEAFY VEGETABLES,49.7,5.62,4.48,0.80,2.60,1.77,0.83,84.02,2.48,208,2
IFCT,C022,"Gogu leaves, green (Hibiscus cannabinus)",GREEN LEAFY VEGETABLES,36.3,1.86,4.06,1.09,4.59,3.24,1.35,87.42,0.98,152,4
IFCT,C023,"Gogu leaves, red (Hibiscus cannabinus)",GREEN LEAFY VEGETABLES,36.6,1.85,4.24,1.07,3.89,2.66,1.23,87.98,0.97,153,1
IFCT,C024,"Knol-Khol, leaves (Brassica oleracea var. gongylodes)",GREEN LEAFY VEGETABLES,42.5,3.12,6.16,0.35,2.76,1.81,0.95,86.20,1.42,178,2
IFCT,C025,Lettuce (Lactuca sativa),GREEN LEAFY VEGETABLES,21.7,1.54,3.01,0.27,1.79,1.32,0.47,92.27,1.11,91,3
IFCT,C026,Mustard leaves (Brassica juncea),GREEN LEAFY VEGETABLES,30.4,3.52,2.41,0.51,3.92,3.04,0.87,88.17,1.47,127,3
IFCT,C027,Pak Choi leaves (Brassica rapa var. chinensis),GREEN LEAFY VEGETABLES,16.0,1.41,1.78,0.25,1.91,1.44,0.47,93.56,1.10,67,1
IFCT,C028,Parsley (Petroselinum crispum),GREEN LEAFY VEGETABLES,72.9,5.55,9.43,1.14,3.87,2.79,1.09,77.76,2.25,305,3
IFCT,C029,Ponnaganni (Alternanthera sessilis),GREEN LEAFY VEGETABLES,50.9,5.29,5.17,0.71,6.74,5.63,1.11,79.43,2.65,213,2
IFCT,C030,"Pumpkin leaves, tender (Cucurbita maxima)",GREEN LEAFY VEGETABLES,44.2,4.21,4.75,0.74,2.25,1.56,0.69,85.82,2.24,185,6
IFCT,C031,Radish leaves (Raphanus sativus),GREEN LEAFY VEGETABLES,26.1,2.22,2.77,0.51,1.82,1.18,0.63,91.19,1.50,109,6
IFCT,C032,Rumex leaves (Rumex patientia),GREEN LEAFY VEGETABLES,19.6,1.62,2.33,0.33,1.27,0.93,0.34,93.18,1.27,82,2
IFCT,C033,Spinach (Spinacia oleracea),GREEN LEAFY VEGETABLES,24.4,2.14,2.05,0.64,2.38,1.52,0.86,90.31,2.47,102,6
IFCT,C034,"Tamarind leaves, tender (Tamarindus indica)",GREEN LEAFY VEGETABLES,71.5,5.84,10.04,0.49,10.70,9.34,1.36,71.69,1.25,299,3
IFCT,D001,Ash gourd (Benincasa hispida),OTHER VEGETABLES,17.4,0.79,2.84,0.14,3.37,2.52,0.85,92.17,0.70,73,6
IFCT,D002,"Bamboo shoot, tender (Bambusa vulgaris)",OTHER VEGETABLES,16.3,1.33,1.67,0.35,1.55,1.06,0.49,94.56,0.55,68,1
IFCT,D003,"Bean scarlet, tender (Phaseolus coccineus)",OTHER VEGETABLES,42.8,2.86,5.16,0.99,4.50,3.76,0.74,85.51,0.96,179,5
IFCT,D004,"Bitter gourd, jagged, teeth ridges, elongate (Momordica charantia)",OTHER VEGETABLES,20.8,1.44,2.82,0.24,3.78,3.10,0.68,90.87,0.86,87,6
IFCT,D005,"Bitter gourd, jagged, teeth ridges, short (Momordica charantia)",OTHER VEGETABLES,18.9,1.34,2.53,0.24,3.49,2.96,0.53,91.60,0.81,79,4
IFCT,D006,"Bitter gourd, jagged, smooth ridges, elongate (Momordica charantia)",OTHER VEGETABLES,19.4,1.61,2.29,0.26,3.72,3.05,0.67,91.24,0.88,81,1
IFCT,D007,"Bottle gourd, elongate, pale green (Lagenaria vulgaris)",OTHER VEGETABLES,11.0,0.53,1.68,0.13,2.12,1.65,0.48,95.17,0.36,46,6
IFCT,D008,"Bottle gourd, round, pale green (Lagenaria vulgaris)",OTHER VEGETABLES,13.6,0.42,2.53,0.12,2.10,1.72,0.38,94.50,0.34,57,5
IFCT,D009,"Bottle gourd, elongate, dark green (Lagenaria vulgaris)",OTHER VEGETABLES,12.9,0.49,2.25,0.13,2.11,1.74,0.37,94.63,0.40,54,1
IFCT,D010,Brinjal-1 (Solanum melongena),OTHER VEGETABLES,27.2,1.77,3.49,0.39,3.57,2.37,1.20,89.95,0.83,114,1
IFCT,D011,Brinjal-2 (Solanum melongena),OTHER VEGETABLES,23.7,1.82,2.71,0.34,4.01,2.80,1.21,90.28,0.85,99,1
IFCT,D012,Brinjal-3 (Solanum melongena),OTHER VEGETABLES,24.4,1.36,3.38,0.33,4.26,3.10,1.16,90.02,0.65,102,2
IFCT,D013,Brinjal-4 (Solanum melongena),OTHER VEGETABLES,23.9,1.51,3.19,0.31,4.04,3.03,1.01,90.28,0.66,100,4
IFCT,D014,Brinjal-5 (Solanum melongena),OTHER VEGETABLES,26.5,1.38,4.02,0.29,4.13,3.10,1.03,89.45,0.72,111,3
IFCT,D015,Brinjal-6 (Solanum melongena),OTHER VEGETABLES,23.2,1.46,3.29,0.29,3.68,3.00,0.68,90.57,0.72,97,2
IFCT,D016,Brinjal-7 (Solanum melongena),OTHER VEGETABLES,23.4,1.40,3.10,0.37,3.32,2.30,1.02,91.25,0.57,98,1
IFCT,D017,Brinjal-8 (Solanum melongena),OTHER VEGETABLES,28.0,1.82,3.75,0.33,4.01,2.79,1.22,89.28,0.80,117,3
IFCT,D018,Brinjal-9 (Solanum melongena),OTHER VEGETABLES,25.3,1.47,3.52,0.35,4.00,2.94,1.06,89.83,0.83,106,2
IFCT,D019,Brinjal-10 (Solanum melongena),OTHER VEGETABLES,27.7,1.68,4.08,0.25,3.90,2.74,1.16,89.38,0.72,116,2
IFCT,D020,Brinjal-11 (Solanum melongena),OTHER VEGETABLES,25.1,1.43,3.53,0.31,4.12,2.95,1.17,89.93,0.68,105,6
IFCT,D021,Brinjal-12 (Solanum melongena),OTHER VEGETABLES,22.2,1.60,2.73,0.27,3.89,2.70,1.19,90.94,0.58,93,2
IFCT,D022,Brinjal-13 (Solanum melongena),OTHER VEGETABLES,29.6,1.49,4.51,0.31,3.92,2.61,1.31,89.14,0.64,124,1
IFCT,D023,Brinjal-14 (Solanum melongena),OTHER VEGETABLES,25.3,1.56,3.27,0.35,3.87,2.50,1.37,90.31,0.64,106,3
IFCT,D024,Brinjal-15 (Solanum melongena),OTHER VEGETABLES,27.2,1.58,3.96,0.29,3.99,2.82,1.17,89.44,0.74,114,4
IFCT,D025,Brinjal-16 (Solanum melongena),OTHER VEGETABLES,24.6,1.26,3.46,0.34,3.74,2.54,1.20,90.39,0.80,103,1
IFCT,D026,Brinjal-17 (Solanum melongena),OTHER VEGETABLES,21.7,1.18,2.89,0.36,3.94,2.80,1.14,90.83,0.81,91,1
IFCT,D027,Brinjal-18 (Solanum melongena),OTHER VEGETABLES,27.7,1.47,4.10,0.33,4.38,3.23,1.15,89.07,0.66,116,3
IFCT,D028,Brinjal-19 (Solanum melongena),OTHER VEGETABLES,23.9,1.26,3.39,0.31,3.97,2.81,1.16,90.41,0.66,100,3
IFCT,D029,Brinjal-20 (Solanum melongena),OTHER VEGETABLES,23.7,1.44,3.15,0.34,3.73,2.64,1.09,90.65,0.68,99,5
IFCT,D030,Brinjal-21 (Solanum melongena),OTHER VEGETABLES,27.0,1.36,3.93,0.35,3.85,2.57,1.28,89.83,0.69,113,2
IFCT,D031,Brinjal - all varieties (Solanum melongena),OTHER VEGETABLES,25.3,1.48,3.52,0.32,3.98,2.84,1.14,90.00,0.70,106,6
IFCT,D032,Broad beans (Vicia faba),OTHER VEGETABLES,29.4,3.85,2.11,0.15,8.63,6.61,2.03,84.20,1.05,123,3
IFCT,D033,"Capsicum, green (Capsicum annuum)",OTHER VEGETABLES,16.3,1.11,1.84,0.34,2.06,1.33,0.73,93.89,0.76,68,6
IFCT,D034,"Capsicum, red (Capsicum annuum)",OTHER VEGETABLES,19.8,1.47,2.14,0.47,2.19,1.58,0.61,92.99,0.76,83,4
IFCT,D035,"Capsicum, yellow (Capsicum annuum)",OTHER VEGETABLES,18.6,1.35,1.95,0.41,2.19,1.39,0.80,93.38,0.72,78,4
IFCT,D036,Cauliflower (Brassica oleracea var. botrytis),OTHER VEGETABLES,22.9,2.15,2.03,0.44,3.71,2.66,1.04,90.76,0.91,96,6
IFCT,D037,Celery stalk (Apium graveolens),OTHER VEGETABLES,16.5,0.98,2.33,0.24,2.09,1.57,0.52,92.87,1.50,69,3
IFCT,D038,Cho-cho-marrow (Sechium edule),OTHER VEGETABLES,18.9,0.66,3.47,0.15,1.55,1.19,0.36,93.78,0.38,79,4
IFCT,D039,Cluster beans (Cyamopsis tetragonoloba),OTHER VEGETABLES,40.2,3.55,4.91,0.37,4.83,3.55,1.28,84.65,1.68,168,6
IFCT,D040,"Colocasia, stem, black ( Colocasia esculenta )",OTHER VEGETABLES,23.9,0.76,3.83,0.34,3.01,1.81,1.20,91.15,0.91,100,1
IFCT,D041,"Colocasia, stem, green ( Colocasia esculenta )",OTHER VEGETABLES,19.4,0.91,2.86,0.22,2.33,1.26,1.07,92.67,1.00,81,5
IFCT,D042,"Corn, baby (Zea mays)",OTHER VEGETABLES,73.1,2.69,11.66,1.33,6.09,4.47,1.62,75.44,2.79,306,6
IFCT,D043,"Cucumber, green, elongate (Cucumis sativus)",OTHER VEGETABLES,19.6,0.71,3.48,0.16,2.14,1.52,0.63,92.96,0.54,82,6
IFCT,D044,"Cucumber, green, short (Cucumis sativus)",OTHER VEGETABLES,17.4,0.83,2.82,0.18,2.13,1.60,0.54,93.52,0.52,73,6
IFCT,D045,"Cucumber, orange, round (Cucumis sativus)",OTHER VEGETABLES,19.6,0.98,3.01,0.24,2.46,1.78,0.68,92.80,0.52,82,2
IFCT,D046,Drumstick (Moringa oleifera),OTHER VEGETABLES,29.4,2.62,3.76,0.12,6.83,5.60,1.23,85.39,1.27,123,6
IFCT,D047,"Field beans, tender, broad (Vicia faba)",OTHER VEGETABLES,30.8,3.06,2.75,0.64,5.64,4.84,0.79,86.98,0.94,129,2
IFCT,D048,"Field beans, tender, lean (Vicia faba)",OTHER VEGETABLES,33.5,3.71,2.85,0.60,6.19,5.37,0.82,85.57,1.08,140,6
IFCT,D049,"French beans, country (Phaseolus vulgaris)",OTHER VEGETABLES,24.4,2.49,2.68,0.26,4.38,3.88,0.51,89.14,1.05,102,5
IFCT,D050,"French beans, hybrid (Phaseolus vulgaris)",OTHER VEGETABLES,22.2,2.12,2.63,0.19,4.18,3.53,0.65,90.11,0.77,93,2
IFCT,D051,"Jack fruit, raw (Artocarpus heterophyllus)",OTHER VEGETABLES,26.3,1.98,3.48,0.35,7.69,7.15,0.54,85.52,0.99,110,5
IFCT,D052,"Jack fruit, seed, mature (Artocarpus heterophyllus)",OTHER VEGETABLES,77.0,5.79,11.81,0.44,8.63,7.83,0.80,72.32,1.02,322,5
IFCT,D053,Knol - Khol (Brassica oleracea),OTHER VEGETABLES,16.0,1.58,1.39,0.35,2.75,2.31,0.44,93.14,0.79,67,6
IFCT,D054,"Kovai, big (Coccinia cordifolia)",OTHER VEGETABLES,17.4,1.39,2.01,0.24,3.00,2.19,0.81,92.78,0.58,73,6
IFCT,D055,"Kovai, small (Coccinia cordifolia)",OTHER VEGETABLES,19.1,1.22,2.41,0.24,3.25,2.14,1.12,92.40,0.47,80,1
IFCT,D056,Ladies finger (Abelmoschus esculentus),OTHER VEGETABLES,27.5,2.08,3.62,0.22,4.08,2.80,1.28,89.06,0.94,115,6
IFCT,D057,"Mango, green, raw (Mangifera indica)",OTHER VEGETABLES,49.0,0.69,10.59,0.08,3.01,1.68,1.34,85.14,0.49,205,6
IFCT,D058,"Onion, stalk (Allium cepa)",OTHER VEGETABLES,25.6,2.07,2.99,0.26,5.21,3.76,1.45,88.35,1.13,107,6
IFCT,D059,"Papaya, raw (Carica papaya)",OTHER VEGETABLES,23.9,0.50,4.40,0.23,2.28,1.32,0.96,92.04,0.55,100,6
IFCT,D060,Parwar (Trichosanthes dioica),OTHER VEGETABLES,24.1,1.40,3.54,0.30,2.61,1.82,0.79,91.57,0.59,101,6
IFCT,D061,"Peas, fresh (Pisum sativum)",OTHER VEGETABLES,81.3,7.25,11.88,0.13,6.32,5.04,1.28,73.37,1.05,340,6
IFCT,D062,"Plantain, flower (Musa x paradisiaca)",OTHER VEGETABLES,21.3,1.47,2.15,0.63,5.25,4.72,0.52,89.14,1.35,89,6
IFCT,D063,"Plantain, green (Musa x paradisiaca)",OTHER VEGETABLES,79.8,1.18,17.58,0.23,3.60,2.79,0.81,76.15,1.27,334,6
IFCT,D064,"Plantain, stem (Musa x paradisiaca)",OTHER VEGETABLES,39.4,0.35,8.64,0.16,2.12,1.33,0.80,87.53,1.20,165,6
IFCT,D065,"Pumpkin, green, cylindrical (Cucurbita maxima)",OTHER VEGETABLES,24.6,0.87,4.22,0.18,2.53,1.28,1.25,91.73,0.47,103,1
IFCT,D066,"Pumpkin, orange, round (Cucurbita maxima)",OTHER VEGETABLES,23.2,0.84,4.00,0.16,2.56,1.44,1.12,91.85,0.58,97,6
IFCT,D067,"Red gram, tender, fresh (Cajanus cajan)",OTHER VEGETABLES,124.3,8.09,19.46,0.92,5.90,3.66,2.25,64.00,1.64,520,1
IFCT,D068,Ridge gourd (Luffa acutangula),OTHER VEGETABLES,13.1,0.91,1.72,0.14,1.81,1.20,0.61,94.99,0.44,55,6
IFCT,D069,"Ridge gourd, smooth skin (Luffa acutangula)",OTHER VEGETABLES,15.3,0.98,2.24,0.13,1.85,1.31,0.54,94.27,0.53,64,3
IFCT,D070,"Snake gourd, long, pale green (Trichosanthes anguina)",OTHER VEGETABLES,12.4,0.98,1.27,0.25,2.27,1.69,0.58,94.81,0.42,52,6
IFCT,D071,"Snake gourd, long, dark green (Trichosanthes anguina)",OTHER VEGETABLES,12.0,0.89,1.23,0.25,2.27,1.69,0.58,94.92,0.45,50,2
IFCT,D072,"Snake gourd, short (Trichosanthes anguina)",OTHER VEGETABLES,14.6,0.54,2.15,0.26,2.29,1.61,0.68,94.35,0.41,61,1
IFCT,D073,"Tinda, tender (Praecitrullus fistulosus)",OTHER VEGETABLES,13.9,1.02,1.90,0.17,2.00,1.68,0.32,94.41,0.51,58,6
IFCT,D074,"Tomato, green ( Solanum lycopersicum )",OTHER VEGETABLES,20.8,1.12,3.18,0.27,1.62,1.05,0.57,93.21,0.60,87,6
IFCT,D075,"Tomato, ripe, hybrid (( Solanum lycopersicum )",OTHER VEGETABLES,18.9,0.76,3.20,0.25,1.58,1.27,0.30,93.79,0.43,79,6
IFCT,D076,"Tomato, ripe, local (Lycopersicon esculentum)",OTHER VEGETABLES,19.6,0.90,2.71,0.47,1.77,1.44,0.33,93.62,0.52,82,6
IFCT,D077,"Zucchini, green (Cucurbita pepo)",OTHER VEGETABLES,20.1,1.10,2.33,0.51,2.30,1.42,0.88,92.83,0.93,84,2
IFCT,D078,"Zucchini, yellow (Cucurbita pepo)",OTHER VEGETABLES,18.9,1.31,2.20,0.44,1.84,1.37,0.47,93.15,1.08,79,2
IFCT,E001,"Apple, big (Malus domestica)",FRUITS,62.4,0.29,13.11,0.64,2.59,1.43,1.16,83.01,0.36,261,6
IFCT,E002,"Apple, green (Malus domestica)",FRUITS,51.1,0.46,10.65,0.50,2.54,1.72,0.81,85.54,0.31,214,6
IFCT,E003,"Apple, small (Malus domestica)",FRUITS,63.8,0.31,13.95,0.53,2.06,1.44,0.62,82.91,0.24,267,6
IFCT,E004,"Apple, small, Kashmir ( Malus domestica )",FRUITS,64.3,0.27,13.99,0.60,2.07,1.53,0.54,82.79,0.29,269,1
IFCT,E005,"Apricot, dried (Prunus armeniaca)",FRUITS,315.7,3.17,72.63,0.74,3.32,2.72,0.60,16.68,3.46,1321,6
IFCT,E006,"Apricot, processed (Prunus armeniaca)",FRUITS,56.4,1.47,10.93,0.64,0.59,0.43,0.16,85.75,0.61,236,3
IFCT,E007,Avocado fruit ( Persea sp. ),FRUITS,144.4,2.95,1.75,13.86,6.69,5.26,1.42,73.56,1.19,604,1
IFCT,E008,Bael fruit (Aegle marmelos),FRUITS,136.0,2.63,28.21,0.57,6.31,3.31,3.00,61.36,0.91,569,1
IFCT,E009,"Banana, ripe, montham (Musa x paradisiaca)",FRUITS,110.7,1.25,24.95,0.32,2.21,1.43,0.78,70.13,1.15,463,1
IFCT,E010,"Banana, ripe, poovam (Musa x paradisiaca)",FRUITS,106.4,1.49,23.41,0.35,2.33,1.29,1.04,71.32,1.09,445,2
